instant,dteday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,temp_actual,atemp_actual,hum_actual,windspeed_actual,time_group,temp_category
1492,2011-03-07,Spring,2011,Mar,12,No,Monday,Clear,0.3,0.2727,0.42,0.4179,28,68,96,12.299999999999999,13.635,42.0,27.999299999999998,Afternoon,Cold
1493,2011-03-07,Spring,2011,Mar,13,No,Monday,Clear,0.32,0.2879,0.36,0.3881,16,54,70,13.120000000000001,14.395,36.0,26.0027,Afternoon,Cold
1494,2011-03-07,Spring,2011,Mar,14,No,Monday,Clear,0.32,0.2879,0.36,0.4179,21,56,77,13.120000000000001,14.395,36.0,27.999299999999998,Afternoon,Cold
1495,2011-03-07,Spring,2011,Mar,15,No,Monday,Clear,0.34,0.303,0.31,0.3881,32,64,96,13.940000000000001,15.15,31.0,26.0027,Afternoon,Cold
1496,2011-03-07,Spring,2011,Mar,16,No,Monday,Clear,0.34,0.303,0.31,0.3582,26,96,122,13.940000000000001,15.15,31.0,23.9994,Afternoon,Cold
1497,2011-03-07,Spring,2011,Mar,17,No,Monday,Clear,0.34,0.303,0.29,0.3582,27,206,233,13.940000000000001,15.15,28.999999999999996,23.9994,Evening,Cold
1498,2011-03-07,Spring,2011,Mar,18,No,Monday,Clear,0.32,0.303,0.31,0.2239,19,214,233,13.120000000000001,15.15,31.0,15.001299999999999,Evening,Cold
1499,2011-03-07,Spring,2011,Mar,19,No,Monday,Clear,0.3,0.2879,0.33,0.2239,11,134,145,12.299999999999999,14.395,33.0,15.001299999999999,Evening,Cold
1500,2011-03-07,Spring,2011,Mar,20,No,Monday,Clear,0.3,0.303,0.33,0.1642,5,87,92,12.299999999999999,15.15,33.0,11.0014,Evening,Cold
1501,2011-03-07,Spring,2011,Mar,21,No,Monday,Clear,0.28,0.2727,0.38,0.2239,1,53,54,11.48,13.635,38.0,15.001299999999999,Night,Cold
1502,2011-03-07,Spring,2011,Mar,22,No,Monday,Clear,0.26,0.2576,0.48,0.1642,1,34,35,10.66,12.879999999999999,48.0,11.0014,Night,Cold
1503,2011-03-07,Spring,2011,Mar,23,No,Monday,Clear,0.28,0.3182,0.48,0.0,0,22,22,11.48,15.909999999999998,48.0,0.0,Night,Cold
1504,2011-03-08,Spring,2011,Mar,0,No,Tuesday,Clear,0.26,0.2879,0.48,0.0896,1,9,10,10.66,14.395,48.0,6.0032,Night,Cold
1505,2011-03-08,Spring,2011,Mar,1,No,Tuesday,Clear,0.24,0.2424,0.52,0.1343,0,4,4,9.84,12.120000000000001,52.0,8.9981,Night,Cold
1506,2011-03-08,Spring,2011,Mar,2,No,Tuesday,Clear,0.24,0.2424,0.52,0.1343,1,0,1,9.84,12.120000000000001,52.0,8.9981,Night,Cold
1507,2011-03-08,Spring,2011,Mar,3,No,Tuesday,Clear,0.24,0.2576,0.52,0.0896,5,2,7,9.84,12.879999999999999,52.0,6.0032,Night,Cold
1508,2011-03-08,Spring,2011,Mar,4,No,Tuesday,Clear,0.22,0.2727,0.64,0.0,0,2,2,9.02,13.635,64.0,0.0,Night,Cold
1509,2011-03-08,Spring,2011,Mar,5,No,Tuesday,Clear,0.2,0.2273,0.69,0.1045,2,8,10,8.200000000000001,11.365,69.0,7.0015,Night,Cold
1510,2011-03-08,Spring,2011,Mar,6,No,Tuesday,Clear,0.2,0.2576,0.59,0.0,3,42,45,8.200000000000001,12.879999999999999,59.0,0.0,Morning,Cold
1511,2011-03-08,Spring,2011,Mar,7,No,Tuesday,Clear,0.18,0.197,0.64,0.1343,9,119,128,7.38,9.85,64.0,8.9981,Morning,Cold
1512,2011-03-08,Spring,2011,Mar,8,No,Tuesday,Clear,0.22,0.2273,0.55,0.194,10,247,257,9.02,11.365,55.00000000000001,12.998000000000001,Morning,Cold
1513,2011-03-08,Spring,2011,Mar,9,No,Tuesday,Clear,0.26,0.2576,0.41,0.1642,11,140,151,10.66,12.879999999999999,41.0,11.0014,Morning,Cold
1514,2011-03-08,Spring,2011,Mar,10,No,Tuesday,Mist,0.3,0.2879,0.33,0.194,25,46,71,12.299999999999999,14.395,33.0,12.998000000000001,Morning,Cold
1515,2011-03-08,Spring,2011,Mar,11,No,Tuesday,Mist,0.36,0.3485,0.25,0.1642,26,52,78,14.76,17.424999999999997,25.0,11.0014,Morning,Mild
1516,2011-03-08,Spring,2011,Mar,12,No,Tuesday,Mist,0.36,0.3788,0.23,0.0,29,70,99,14.76,18.94,23.0,0.0,Afternoon,Mild
1517,2011-03-08,Spring,2011,Mar,13,No,Tuesday,Mist,0.38,0.3939,0.25,0.1045,25,73,98,15.58,19.695,25.0,7.0015,Afternoon,Mild
1518,2011-03-08,Spring,2011,Mar,14,No,Tuesday,Mist,0.38,0.3939,0.2,0.0,16,56,72,15.58,19.695,20.0,0.0,Afternoon,Mild
1519,2011-03-08,Spring,2011,Mar,15,No,Tuesday,Mist,0.36,0.3788,0.18,0.0,35,77,112,14.76,18.94,18.0,0.0,Afternoon,Mild
1520,2011-03-08,Spring,2011,Mar,16,No,Tuesday,Clear,0.38,0.3939,0.27,0.1642,26,82,108,15.58,19.695,27.0,11.0014,Afternoon,Mild
1521,2011-03-08,Spring,2011,Mar,17,No,Tuesday,Clear,0.36,0.3485,0.27,0.2239,39,209,248,14.76,17.424999999999997,27.0,15.001299999999999,Evening,Mild
1522,2011-03-08,Spring,2011,Mar,18,No,Tuesday,Clear,0.34,0.3333,0.27,0.194,21,214,235,13.940000000000001,16.665,27.0,12.998000000000001,Evening,Cold
1523,2011-03-08,Spring,2011,Mar,19,No,Tuesday,Clear,0.34,0.3485,0.31,0.1045,9,141,150,13.940000000000001,17.424999999999997,31.0,7.0015,Evening,Cold
1524,2011-03-08,Spring,2011,Mar,20,No,Tuesday,Clear,0.32,0.3333,0.39,0.0896,2,74,76,13.120000000000001,16.665,39.0,6.0032,Evening,Cold
1525,2011-03-08,Spring,2011,Mar,21,No,Tuesday,Clear,0.3,0.2879,0.49,0.194,7,68,75,12.299999999999999,14.395,49.0,12.998000000000001,Night,Cold
1526,2011-03-08,Spring,2011,Mar,22,No,Tuesday,Clear,0.3,0.2879,0.49,0.2239,11,44,55,12.299999999999999,14.395,49.0,15.001299999999999,Night,Cold
1527,2011-03-08,Spring,2011,Mar,23,No,Tuesday,Clear,0.28,0.2727,0.61,0.194,3,38,41,11.48,13.635,61.0,12.998000000000001,Night,Cold
1528,2011-03-09,Spring,2011,Mar,0,No,Wednesday,Clear,0.26,0.2879,0.65,0.0896,0,9,9,10.66,14.395,65.0,6.0032,Night,Cold
1529,2011-03-09,Spring,2011,Mar,1,No,Wednesday,Clear,0.26,0.2727,0.52,0.1343,0,4,4,10.66,13.635,52.0,8.9981,Night,Cold
1530,2011-03-09,Spring,2011,Mar,2,No,Wednesday,Clear,0.26,0.2727,0.52,0.1343,1,1,2,10.66,13.635,52.0,8.9981,Night,Cold
1531,2011-03-09,Spring,2011,Mar,3,No,Wednesday,Clear,0.24,0.2576,0.7,0.0896,1,2,3,9.84,12.879999999999999,70.0,6.0032,Night,Cold
1532,2011-03-09,Spring,2011,Mar,4,No,Wednesday,Clear,0.24,0.2576,0.75,0.1045,0,2,2,9.84,12.879999999999999,75.0,7.0015,Night,Cold
1533,2011-03-09,Spring,2011,Mar,5,No,Wednesday,Mist,0.24,0.2424,0.81,0.1343,1,7,8,9.84,12.120000000000001,81.0,8.9981,Night,Cold
1534,2011-03-09,Spring,2011,Mar,6,No,Wednesday,Mist,0.24,0.2576,0.85,0.1045,5,44,49,9.84,12.879999999999999,85.0,7.0015,Morning,Cold
1535,2011-03-09,Spring,2011,Mar,7,No,Wednesday,Mist,0.24,0.2424,0.87,0.1642,18,123,141,9.84,12.120000000000001,87.0,11.0014,Morning,Cold
1536,2011-03-09,Spring,2011,Mar,8,No,Wednesday,Mist,0.24,0.2424,0.87,0.1343,11,238,249,9.84,12.120000000000001,87.0,8.9981,Morning,Cold
1537,2011-03-09,Spring,2011,Mar,9,No,Wednesday,Mist,0.26,0.2424,0.87,0.2537,5,136,141,10.66,12.120000000000001,87.0,16.997899999999998,Morning,Cold
1538,2011-03-09,Spring,2011,Mar,10,No,Wednesday,Mist,0.3,0.2879,0.75,0.2537,8,49,57,12.299999999999999,14.395,75.0,16.997899999999998,Morning,Cold
1539,2011-03-09,Spring,2011,Mar,11,No,Wednesday,Mist,0.32,0.2879,0.76,0.3881,15,44,59,13.120000000000001,14.395,76.0,26.0027,Morning,Cold
1540,2011-03-09,Spring,2011,Mar,12,No,Wednesday,Mist,0.32,0.303,0.76,0.2537,14,84,98,13.120000000000001,15.15,76.0,16.997899999999998,Afternoon,Cold
1541,2011-03-09,Spring,2011,Mar,13,No,Wednesday,Mist,0.32,0.2879,0.76,0.3582,17,82,99,13.120000000000001,14.395,76.0,23.9994,Afternoon,Cold
1542,2011-03-09,Spring,2011,Mar,14,No,Wednesday,Mist,0.34,0.303,0.76,0.2985,10,61,71,13.940000000000001,15.15,76.0,19.999499999999998,Afternoon,Cold
1543,2011-03-09,Spring,2011,Mar,15,No,Wednesday,Mist,0.36,0.3333,0.71,0.2985,15,64,79,14.76,16.665,71.0,19.999499999999998,Afternoon,Mild
1544,2011-03-09,Spring,2011,Mar,16,No,Wednesday,Mist,0.34,0.303,0.76,0.3284,10,102,112,13.940000000000001,15.15,76.0,22.0028,Afternoon,Cold
1545,2011-03-09,Spring,2011,Mar,17,No,Wednesday,Mist,0.34,0.303,0.76,0.2985,18,176,194,13.940000000000001,15.15,76.0,19.999499999999998,Evening,Cold
1546,2011-03-09,Spring,2011,Mar,18,No,Wednesday,Mist,0.34,0.3182,0.76,0.2537,12,176,188,13.940000000000001,15.909999999999998,76.0,16.997899999999998,Evening,Cold
1547,2011-03-09,Spring,2011,Mar,19,No,Wednesday,Mist,0.34,0.303,0.76,0.3284,11,123,134,13.940000000000001,15.15,76.0,22.0028,Evening,Cold
1548,2011-03-09,Spring,2011,Mar,20,No,Wednesday,Mist,0.32,0.3182,0.87,0.194,4,87,91,13.120000000000001,15.909999999999998,87.0,12.998000000000001,Evening,Cold
1549,2011-03-09,Spring,2011,Mar,21,No,Wednesday,Mist,0.32,0.303,0.93,0.3284,10,52,62,13.120000000000001,15.15,93.0,22.0028,Night,Cold
1550,2011-03-09,Spring,2011,Mar,22,No,Wednesday,Light Rain/Snow,0.32,0.3182,0.93,0.1642,4,17,21,13.120000000000001,15.909999999999998,93.0,11.0014,Night,Cold
1551,2011-03-09,Spring,2011,Mar,23,No,Wednesday,Light Rain/Snow,0.34,0.3333,0.93,0.194,1,17,18,13.940000000000001,16.665,93.0,12.998000000000001,Night,Cold
1552,2011-03-10,Spring,2011,Mar,0,No,Thursday,Light Rain/Snow,0.34,0.3182,0.0,0.2537,3,0,3,13.940000000000001,15.909999999999998,0.0,16.997899999999998,Night,Cold
1553,2011-03-10,Spring,2011,Mar,1,No,Thursday,Light Rain/Snow,0.34,0.3182,0.0,0.2537,0,2,2,13.940000000000001,15.909999999999998,0.0,16.997899999999998,Night,Cold
1554,2011-03-10,Spring,2011,Mar,2,No,Thursday,Light Rain/Snow,0.34,0.3182,0.0,0.2537,0,1,1,13.940000000000001,15.909999999999998,0.0,16.997899999999998,Night,Cold
1555,2011-03-10,Spring,2011,Mar,5,No,Thursday,Light Rain/Snow,0.36,0.3485,0.0,0.194,1,2,3,14.76,17.424999999999997,0.0,12.998000000000001,Night,Mild
1556,2011-03-10,Spring,2011,Mar,6,No,Thursday,Light Rain/Snow,0.36,0.3333,0.0,0.3284,0,12,12,14.76,16.665,0.0,22.0028,Morning,Mild
1557,2011-03-10,Spring,2011,Mar,7,No,Thursday,Light Rain/Snow,0.38,0.3939,0.0,0.2239,1,36,37,15.58,19.695,0.0,15.001299999999999,Morning,Mild
1558,2011-03-10,Spring,2011,Mar,8,No,Thursday,Light Rain/Snow,0.38,0.3939,0.0,0.2836,1,43,44,15.58,19.695,0.0,19.0012,Morning,Mild
1559,2011-03-10,Spring,2011,Mar,9,No,Thursday,Light Rain/Snow,0.4,0.4091,0.0,0.2239,1,23,24,16.400000000000002,20.455000000000002,0.0,15.001299999999999,Morning,Mild
1560,2011-03-10,Spring,2011,Mar,10,No,Thursday,Light Rain/Snow,0.4,0.4091,0.0,0.1642,0,17,17,16.400000000000002,20.455000000000002,0.0,11.0014,Morning,Mild
1561,2011-03-10,Spring,2011,Mar,11,No,Thursday,Light Rain/Snow,0.4,0.4091,0.0,0.2537,6,5,11,16.400000000000002,20.455000000000002,0.0,16.997899999999998,Morning,Mild
1562,2011-03-10,Spring,2011,Mar,12,No,Thursday,Light Rain/Snow,0.42,0.4242,0.0,0.2239,4,30,34,17.22,21.21,0.0,15.001299999999999,Afternoon,Mild
1563,2011-03-10,Spring,2011,Mar,13,No,Thursday,Light Rain/Snow,0.42,0.4242,0.0,0.2239,1,11,12,17.22,21.21,0.0,15.001299999999999,Afternoon,Mild
1564,2011-03-10,Spring,2011,Mar,14,No,Thursday,Light Rain/Snow,0.44,0.4394,0.0,0.2985,0,12,12,18.04,21.97,0.0,19.999499999999998,Afternoon,Mild
1565,2011-03-10,Spring,2011,Mar,15,No,Thursday,Light Rain/Snow,0.44,0.4394,0.0,0.2239,3,11,14,18.04,21.97,0.0,15.001299999999999,Afternoon,Mild
1566,2011-03-10,Spring,2011,Mar,16,No,Thursday,Light Rain/Snow,0.42,0.4242,0.0,0.2537,1,20,21,17.22,21.21,0.0,16.997899999999998,Afternoon,Mild
1567,2011-03-10,Spring,2011,Mar,17,No,Thursday,Mist,0.44,0.4394,0.0,0.3881,2,109,111,18.04,21.97,0.0,26.0027,Evening,Mild
1568,2011-03-10,Spring,2011,Mar,18,No,Thursday,Light Rain/Snow,0.44,0.4394,0.0,0.3582,2,80,82,18.04,21.97,0.0,23.9994,Evening,Mild
1569,2011-03-10,Spring,2011,Mar,19,No,Thursday,Light Rain/Snow,0.44,0.4394,0.0,0.5821,5,51,56,18.04,21.97,0.0,39.000699999999995,Evening,Mild
1570,2011-03-10,Spring,2011,Mar,20,No,Thursday,Light Rain/Snow,0.36,0.3333,0.0,0.3284,9,29,38,14.76,16.665,0.0,22.0028,Evening,Mild
1571,2011-03-10,Spring,2011,Mar,21,No,Thursday,Light Rain/Snow,0.36,0.3485,0.0,0.2239,1,27,28,14.76,17.424999999999997,0.0,15.001299999999999,Night,Mild
1572,2011-03-10,Spring,2011,Mar,22,No,Thursday,Mist,0.34,0.3333,0.0,0.1343,4,30,34,13.940000000000001,16.665,0.0,8.9981,Night,Cold
1573,2011-03-10,Spring,2011,Mar,23,No,Thursday,Light Rain/Snow,0.34,0.3485,0.0,0.0896,1,26,27,13.940000000000001,17.424999999999997,0.0,6.0032,Night,Cold
1574,2011-03-11,Spring,2011,Mar,0,No,Friday,Mist,0.34,0.3485,1.0,0.0896,0,6,6,13.940000000000001,17.424999999999997,100.0,6.0032,Night,Cold
1575,2011-03-11,Spring,2011,Mar,1,No,Friday,Light Rain/Snow,0.34,0.3485,1.0,0.1045,0,8,8,13.940000000000001,17.424999999999997,100.0,7.0015,Night,Cold
1576,2011-03-11,Spring,2011,Mar,2,No,Friday,Light Rain/Snow,0.34,0.3485,1.0,0.1045,2,3,5,13.940000000000001,17.424999999999997,100.0,7.0015,Night,Cold
1577,2011-03-11,Spring,2011,Mar,3,No,Friday,Mist,0.32,0.3333,0.93,0.0896,0,2,2,13.120000000000001,16.665,93.0,6.0032,Night,Cold
1578,2011-03-11,Spring,2011,Mar,5,No,Friday,Clear,0.3,0.2879,0.81,0.2239,1,6,7,12.299999999999999,14.395,81.0,15.001299999999999,Night,Cold
1579,2011-03-11,Spring,2011,Mar,6,No,Friday,Clear,0.26,0.2424,0.81,0.2836,1,31,32,10.66,12.120000000000001,81.0,19.0012,Morning,Cold
1580,2011-03-11,Spring,2011,Mar,7,No,Friday,Clear,0.26,0.2576,0.7,0.194,10,104,114,10.66,12.879999999999999,70.0,12.998000000000001,Morning,Cold
1581,2011-03-11,Spring,2011,Mar,8,No,Friday,Clear,0.28,0.2727,0.7,0.2537,15,244,259,11.48,13.635,70.0,16.997899999999998,Morning,Cold
1582,2011-03-11,Spring,2011,Mar,9,No,Friday,Mist,0.3,0.2879,0.61,0.2836,13,143,156,12.299999999999999,14.395,61.0,19.0012,Morning,Cold
1583,2011-03-11,Spring,2011,Mar,10,No,Friday,Mist,0.32,0.303,0.57,0.2985,18,60,78,13.120000000000001,15.15,56.99999999999999,19.999499999999998,Morning,Cold
1584,2011-03-11,Spring,2011,Mar,11,No,Friday,Mist,0.32,0.303,0.57,0.2985,14,67,81,13.120000000000001,15.15,56.99999999999999,19.999499999999998,Morning,Cold
1585,2011-03-11,Spring,2011,Mar,12,No,Friday,Mist,0.34,0.3182,0.53,0.2537,15,96,111,13.940000000000001,15.909999999999998,53.0,16.997899999999998,Afternoon,Cold
1586,2011-03-11,Spring,2011,Mar,13,No,Friday,Clear,0.36,0.3333,0.53,0.2537,15,92,107,14.76,16.665,53.0,16.997899999999998,Afternoon,Mild
1587,2011-03-11,Spring,2011,Mar,14,No,Friday,Mist,0.36,0.3333,0.5,0.3582,25,64,89,14.76,16.665,50.0,23.9994,Afternoon,Mild
1588,2011-03-11,Spring,2011,Mar,15,No,Friday,Mist,0.34,0.3182,0.53,0.2537,21,64,85,13.940000000000001,15.909999999999998,53.0,16.997899999999998,Afternoon,Cold
1589,2011-03-11,Spring,2011,Mar,16,No,Friday,Mist,0.34,0.303,0.49,0.2985,18,95,113,13.940000000000001,15.15,49.0,19.999499999999998,Afternoon,Cold
1590,2011-03-11,Spring,2011,Mar,17,No,Friday,Clear,0.34,0.3182,0.49,0.2239,23,200,223,13.940000000000001,15.909999999999998,49.0,15.001299999999999,Evening,Cold
1591,2011-03-11,Spring,2011,Mar,18,No,Friday,Clear,0.32,0.303,0.49,0.3284,19,134,153,13.120000000000001,15.15,49.0,22.0028,Evening,Cold
1592,2011-03-11,Spring,2011,Mar,19,No,Friday,Clear,0.3,0.2727,0.56,0.3284,7,111,118,12.299999999999999,13.635,56.00000000000001,22.0028,Evening,Cold
1593,2011-03-11,Spring,2011,Mar,20,No,Friday,Clear,0.3,0.303,0.56,0.1642,6,70,76,12.299999999999999,15.15,56.00000000000001,11.0014,Evening,Cold
1594,2011-03-11,Spring,2011,Mar,21,No,Friday,Mist,0.3,0.2879,0.52,0.2537,10,43,53,12.299999999999999,14.395,52.0,16.997899999999998,Night,Cold
1595,2011-03-11,Spring,2011,Mar,22,No,Friday,Clear,0.3,0.303,0.52,0.1642,11,53,64,12.299999999999999,15.15,52.0,11.0014,Night,Cold
1596,2011-03-11,Spring,2011,Mar,23,No,Friday,Clear,0.3,0.2879,0.52,0.2537,3,34,37,12.299999999999999,14.395,52.0,16.997899999999998,Night,Cold
1597,2011-03-12,Spring,2011,Mar,0,No,Saturday,Clear,0.26,0.2727,0.6,0.1343,4,30,34,10.66,13.635,60.0,8.9981,Night,Cold
1598,2011-03-12,Spring,2011,Mar,1,No,Saturday,Clear,0.24,0.2273,0.65,0.194,3,15,18,9.84,11.365,65.0,12.998000000000001,Night,Cold
1599,2011-03-12,Spring,2011,Mar,2,No,Saturday,Clear,0.24,0.2273,0.65,0.194,0,14,14,9.84,11.365,65.0,12.998000000000001,Night,Cold
1600,2011-03-12,Spring,2011,Mar,3,No,Saturday,Clear,0.24,0.2273,0.65,0.2537,1,6,7,9.84,11.365,65.0,16.997899999999998,Night,Cold
1601,2011-03-12,Spring,2011,Mar,4,No,Saturday,Clear,0.24,0.2273,0.65,0.2537,0,1,1,9.84,11.365,65.0,16.997899999999998,Night,Cold
1602,2011-03-12,Spring,2011,Mar,5,No,Saturday,Clear,0.22,0.2273,0.69,0.194,0,2,2,9.02,11.365,69.0,12.998000000000001,Night,Cold
1603,2011-03-12,Spring,2011,Mar,6,No,Saturday,Clear,0.22,0.2121,0.75,0.2537,2,2,4,9.02,10.605,75.0,16.997899999999998,Morning,Cold
1604,2011-03-12,Spring,2011,Mar,7,No,Saturday,Clear,0.24,0.2273,0.7,0.194,4,19,23,9.84,11.365,70.0,12.998000000000001,Morning,Cold
1605,2011-03-12,Spring,2011,Mar,8,No,Saturday,Clear,0.26,0.2576,0.65,0.1642,9,44,53,10.66,12.879999999999999,65.0,11.0014,Morning,Cold
1606,2011-03-12,Spring,2011,Mar,9,No,Saturday,Clear,0.28,0.2879,0.65,0.1045,25,76,101,11.48,14.395,65.0,7.0015,Morning,Cold
1607,2011-03-12,Spring,2011,Mar,10,No,Saturday,Clear,0.32,0.303,0.66,0.2239,21,78,99,13.120000000000001,15.15,66.0,15.001299999999999,Morning,Cold
1608,2011-03-12,Spring,2011,Mar,11,No,Saturday,Clear,0.34,0.303,0.49,0.3284,36,83,119,13.940000000000001,15.15,49.0,22.0028,Morning,Cold
1609,2011-03-12,Spring,2011,Mar,12,No,Saturday,Clear,0.34,0.3182,0.53,0.2836,51,107,158,13.940000000000001,15.909999999999998,53.0,19.0012,Afternoon,Cold
1610,2011-03-12,Spring,2011,Mar,13,No,Saturday,Clear,0.36,0.3333,0.51,0.3582,62,95,157,14.76,16.665,51.0,23.9994,Afternoon,Mild
1611,2011-03-12,Spring,2011,Mar,14,No,Saturday,Clear,0.4,0.4091,0.5,0.4478,70,96,166,16.400000000000002,20.455000000000002,50.0,30.002599999999997,Afternoon,Mild
1612,2011-03-12,Spring,2011,Mar,15,No,Saturday,Clear,0.42,0.4242,0.44,0.4925,81,101,182,17.22,21.21,44.0,32.9975,Afternoon,Mild
1613,2011-03-12,Spring,2011,Mar,16,No,Saturday,Clear,0.46,0.4545,0.41,0.4478,100,144,244,18.86,22.725,41.0,30.002599999999997,Afternoon,Mild
1614,2011-03-12,Spring,2011,Mar,17,No,Saturday,Clear,0.46,0.4545,0.44,0.3284,99,114,213,18.86,22.725,44.0,22.0028,Evening,Mild
1615,2011-03-12,Spring,2011,Mar,18,No,Saturday,Clear,0.42,0.4242,0.54,0.1642,54,91,145,17.22,21.21,54.0,11.0014,Evening,Mild
1616,2011-03-12,Spring,2011,Mar,19,No,Saturday,Clear,0.42,0.4242,0.54,0.0896,26,86,112,17.22,21.21,54.0,6.0032,Evening,Mild
1617,2011-03-12,Spring,2011,Mar,20,No,Saturday,Clear,0.4,0.4091,0.58,0.1045,22,64,86,16.400000000000002,20.455000000000002,57.99999999999999,7.0015,Evening,Mild
1618,2011-03-12,Spring,2011,Mar,21,No,Saturday,Clear,0.38,0.3939,0.62,0.0,36,46,82,15.58,19.695,62.0,0.0,Night,Mild
1619,2011-03-12,Spring,2011,Mar,22,No,Saturday,Clear,0.36,0.3788,0.71,0.0,7,56,63,14.76,18.94,71.0,0.0,Night,Mild
1620,2011-03-12,Spring,2011,Mar,23,No,Saturday,Clear,0.38,0.3939,0.66,0.0896,11,38,49,15.58,19.695,66.0,6.0032,Night,Mild
1621,2011-03-13,Spring,2011,Mar,0,No,Sunday,Clear,0.38,0.3939,0.62,0.1045,3,35,38,15.58,19.695,62.0,7.0015,Night,Mild
1622,2011-03-13,Spring,2011,Mar,1,No,Sunday,Clear,0.36,0.3485,0.66,0.1343,10,23,33,14.76,17.424999999999997,66.0,8.9981,Night,Mild
1623,2011-03-13,Spring,2011,Mar,3,No,Sunday,Clear,0.34,0.3333,0.76,0.1343,6,17,23,13.940000000000001,16.665,76.0,8.9981,Night,Cold
1624,2011-03-13,Spring,2011,Mar,4,No,Sunday,Clear,0.34,0.3333,0.66,0.1642,4,9,13,13.940000000000001,16.665,66.0,11.0014,Night,Cold
1625,2011-03-13,Spring,2011,Mar,5,No,Sunday,Clear,0.36,0.3485,0.62,0.1343,0,3,3,14.76,17.424999999999997,62.0,8.9981,Night,Mild
1626,2011-03-13,Spring,2011,Mar,6,No,Sunday,Clear,0.34,0.3636,0.66,0.0,0,2,2,13.940000000000001,18.18,66.0,0.0,Morning,Cold
1627,2011-03-13,Spring,2011,Mar,7,No,Sunday,Clear,0.36,0.3485,0.62,0.194,2,8,10,14.76,17.424999999999997,62.0,12.998000000000001,Morning,Mild
1628,2011-03-13,Spring,2011,Mar,8,No,Sunday,Clear,0.4,0.4091,0.5,0.2985,11,23,34,16.400000000000002,20.455000000000002,50.0,19.999499999999998,Morning,Mild
1629,2011-03-13,Spring,2011,Mar,9,No,Sunday,Clear,0.4,0.4091,0.5,0.4179,8,36,44,16.400000000000002,20.455000000000002,50.0,27.999299999999998,Morning,Mild
1630,2011-03-13,Spring,2011,Mar,10,No,Sunday,Clear,0.42,0.4242,0.47,0.2537,36,86,122,17.22,21.21,47.0,16.997899999999998,Morning,Mild
1631,2011-03-13,Spring,2011,Mar,11,No,Sunday,Clear,0.44,0.4394,0.41,0.4179,88,93,181,18.04,21.97,41.0,27.999299999999998,Morning,Mild
1632,2011-03-13,Spring,2011,Mar,12,No,Sunday,Clear,0.46,0.4545,0.38,0.3881,74,120,194,18.86,22.725,38.0,26.0027,Afternoon,Mild
1633,2011-03-13,Spring,2011,Mar,13,No,Sunday,Clear,0.46,0.4545,0.38,0.3881,97,124,221,18.86,22.725,38.0,26.0027,Afternoon,Mild
1634,2011-03-13,Spring,2011,Mar,14,No,Sunday,Clear,0.46,0.4545,0.41,0.2985,144,106,250,18.86,22.725,41.0,19.999499999999998,Afternoon,Mild
1635,2011-03-13,Spring,2011,Mar,15,No,Sunday,Clear,0.48,0.4697,0.39,0.3284,149,155,304,19.68,23.485,39.0,22.0028,Afternoon,Mild
1636,2011-03-13,Spring,2011,Mar,16,No,Sunday,Clear,0.46,0.4545,0.41,0.3881,124,132,256,18.86,22.725,41.0,26.0027,Afternoon,Mild
1637,2011-03-13,Spring,2011,Mar,17,No,Sunday,Clear,0.44,0.4394,0.41,0.3582,98,143,241,18.04,21.97,41.0,23.9994,Evening,Mild
1638,2011-03-13,Spring,2011,Mar,18,No,Sunday,Clear,0.4,0.4091,0.43,0.3582,55,92,147,16.400000000000002,20.455000000000002,43.0,23.9994,Evening,Mild
1639,2011-03-13,Spring,2011,Mar,19,No,Sunday,Clear,0.36,0.3333,0.5,0.3582,28,73,101,14.76,16.665,50.0,23.9994,Evening,Mild
1640,2011-03-13,Spring,2011,Mar,20,No,Sunday,Clear,0.32,0.303,0.57,0.2985,23,54,77,13.120000000000001,15.15,56.99999999999999,19.999499999999998,Evening,Cold
1641,2011-03-13,Spring,2011,Mar,21,No,Sunday,Clear,0.3,0.2879,0.56,0.2537,9,49,58,12.299999999999999,14.395,56.00000000000001,16.997899999999998,Night,Cold
1642,2011-03-13,Spring,2011,Mar,22,No,Sunday,Clear,0.3,0.2727,0.56,0.3284,8,29,37,12.299999999999999,13.635,56.00000000000001,22.0028,Night,Cold
1643,2011-03-13,Spring,2011,Mar,23,No,Sunday,Clear,0.26,0.2576,0.65,0.2239,5,23,28,10.66,12.879999999999999,65.0,15.001299999999999,Night,Cold
1644,2011-03-14,Spring,2011,Mar,0,No,Monday,Clear,0.26,0.2727,0.65,0.1045,4,7,11,10.66,13.635,65.0,7.0015,Night,Cold
1645,2011-03-14,Spring,2011,Mar,1,No,Monday,Clear,0.26,0.2879,0.65,0.0896,0,1,1,10.66,14.395,65.0,6.0032,Night,Cold
1646,2011-03-14,Spring,2011,Mar,2,No,Monday,Clear,0.26,0.2879,0.65,0.0896,0,1,1,10.66,14.395,65.0,6.0032,Night,Cold
1647,2011-03-14,Spring,2011,Mar,3,No,Monday,Clear,0.26,0.2727,0.65,0.1343,0,3,3,10.66,13.635,65.0,8.9981,Night,Cold
1648,2011-03-14,Spring,2011,Mar,5,No,Monday,Clear,0.24,0.2424,0.7,0.1343,0,8,8,9.84,12.120000000000001,70.0,8.9981,Night,Cold
